type,amount,oldbalanceOrg,newbalanceOrig,isFraud
3,31873.27,13403847.47,13435720.74,0
4,10000000.0,25455965.86,15455965.86,1
3,80847.53,17667457.88,17748305.42,0
4,214975.9,214975.9,0.0,1
3,37060.33,30093.0,67153.33,0
1,351042.72,0.0,0.0,0
4,134623.95,134623.95,0.0,1
3,473741.87,50444.0,524185.87,0
4,58924.16,58924.16,0.0,1
1,3227.06,3227.06,0.0,1
1,41519.23,0.0,0.0,0
4,114169.66,114169.66,0.0,1
4,44577.32,44577.32,0.0,1
1,143660.11,143660.11,0.0,1
1,486175.4,486175.4,0.0,1
1,89657.36,89657.36,0.0,1
2,3643.49,15911.0,12267.51,0
2,12919.15,11351.0,0.0,0
1,241447.08,0.0,0.0,0
1,233872.75,0.0,0.0,0
1,358529.2,358529.2,0.0,1
1,9467.62,9467.62,0.0,1
4,614145.31,614145.31,0.0,1
4,174923.28,174923.28,0.0,1
1,1777674.32,1777674.32,0.0,1
1,269722.42,269722.42,0.0,1
1,322810.45,11178.0,0.0,0
1,633459.44,633459.44,0.0,1
4,442708.62,16494.0,0.0,0
1,231636.96,72336.0,0.0,0
4,112988.36,112988.36,0.0,1
1,912950.54,912950.54,0.0,1
4,59749.28,59749.28,0.0,1
2,355.71,21833.0,21477.29,0
4,65488.05,65488.05,0.0,1
4,876753.11,876753.11,0.0,1
2,26584.23,259.0,0.0,0
2,10094.37,21892.0,11797.63,0
2,2615.44,7349.83,4734.39,0
1,93493.79,35625.0,0.0,0
2,1016.85,0.0,0.0,0
2,8209.62,0.0,0.0,0
2,6419.69,25982.45,19562.76,0
3,132718.09,27473570.94,27606289.02,0
4,622235.32,622235.32,0.0,1
1,6188514.81,6188514.81,0.0,1
1,2082884.49,2082884.49,0.0,1
2,8003.26,0.0,0.0,0
1,35225.3,0.0,0.0,0
1,30790.13,30790.13,0.0,1
1,177944.19,0.0,0.0,0
3,220188.12,7807313.04,8027501.16,0
4,72389.42,72389.42,0.0,1
4,7567170.36,7567170.36,0.0,1
4,140333.35,140333.35,0.0,1
1,311487.14,311487.14,0.0,1
3,139210.6,822457.24,961667.84,0
4,2108440.98,2108440.98,0.0,1
3,205225.08,4647097.36,4852322.43,0
1,2085274.39,2085274.39,0.0,1
4,310712.71,310712.71,0.0,1
1,84094.87,0.0,0.0,0
1,6783.47,6783.47,0.0,1
2,1756.3,0.0,0.0,0
4,249984.75,249984.75,0.0,1
1,881811.11,881811.11,0.0,1
2,25693.0,61185.09,35492.09,0
1,25416.19,0.0,0.0,0
1,92641.52,92641.52,0.0,1
3,149226.05,20602.0,169828.05,0
4,3733104.07,3733104.07,0.0,1
1,124311.57,124311.57,0.0,1
4,574072.72,574072.72,0.0,1
2,18621.74,74627.0,56005.26,0
4,1994525.04,1994525.04,0.0,1
1,1218165.88,1218165.88,0.0,1
1,1152538.9,1152538.9,0.0,1
2,1638.5,0.0,0.0,0
1,494446.94,494446.94,0.0,1
3,83033.19,2270298.91,2353332.09,0
1,113273.1,113273.1,0.0,1
1,84899.64,29761.0,0.0,0
1,2254417.02,2254417.02,0.0,1
1,450458.78,450458.78,0.0,1
2,25654.11,270752.65,245098.54,0
4,452804.42,452804.42,0.0,1
4,617668.37,617668.37,0.0,1
1,129647.3,0.0,0.0,0
1,113675.24,0.0,0.0,0
2,34081.91,8669.16,0.0,0
2,2933.81,0.0,0.0,0
1,692895.24,692895.24,0.0,1
1,67556.86,20009.0,0.0,0
1,1072345.79,1072345.79,0.0,1
3,89321.9,7516.0,96837.9,0
4,2343696.85,2343696.85,0.0,1
4,119306.06,119306.06,0.0,1
2,42114.16,0.0,0.0,0
1,38010.28,0.0,0.0,0
4,55920.39,55920.39,0.0,1
1,123120.97,0.0,0.0,0
1,357226.8,357226.8,0.0,1
3,85197.67,8278149.28,8363346.95,0
1,5016884.33,5016884.33,0.0,1
3,184682.59,14316663.66,14501346.26,0
4,493538.8,493538.8,0.0,1
2,2724.11,304.0,0.0,0
4,144876.4,144876.4,0.0,1
1,102705.82,10976.0,0.0,0
4,1634229.02,1634229.02,0.0,1
1,144102.0,0.0,0.0,0
4,257988.47,257988.47,0.0,1
2,6414.73,60217.0,53802.27,0
1,132212.95,7251.0,0.0,0
1,110457.0,110457.0,0.0,1
1,81791.89,200241.0,118449.11,0
1,12477.96,12477.96,0.0,1
1,598426.68,598426.68,0.0,1
1,90915.0,90915.0,0.0,1
2,15831.08,84359.84,68528.76,0
1,63009.43,63009.43,0.0,1
1,1540624.7,1540624.7,0.0,1
4,2926854.05,2926854.05,0.0,1
4,597411.76,597411.76,0.0,1
2,18075.06,71351.0,53275.94,0
2,2651.74,0.0,0.0,0
3,212788.88,79146.0,291934.88,0
4,3640271.29,3640271.29,0.0,1
1,1994285.14,1994285.14,0.0,1
3,173539.05,14650.0,188189.05,0
1,125832.51,103816.0,0.0,0
3,616292.99,63960.0,680252.99,0
2,6815.29,0.0,0.0,0
1,55141.41,0.0,0.0,0
1,653151.55,653151.55,0.0,1
4,1982476.54,30857.0,0.0,0
2,14645.85,15314.09,668.23,0
1,140706.88,0.0,0.0,0
1,2701905.3,2701905.3,0.0,1
1,243118.94,243118.94,0.0,1
3,174076.89,8635694.23,8809771.11,0
1,187661.47,30479.0,0.0,0
4,155121.58,155121.58,0.0,1
4,134861.82,134861.82,0.0,1
1,505580.22,505580.22,0.0,1
4,62091.44,62091.44,0.0,1
1,54717.91,51182.0,0.0,0
1,406864.17,406864.17,0.0,1
1,41584.71,2913.0,0.0,0
4,6339.42,6339.42,0.0,1
1,68082.53,0.0,0.0,0
1,230652.43,230652.43,0.0,1
4,5245375.3,5245375.3,0.0,1
1,1777758.65,1777758.65,0.0,1
4,269476.09,269476.09,0.0,1
4,390763.24,390763.24,0.0,1
1,389214.05,389214.05,0.0,1
4,968447.37,2585.0,0.0,0
2,6712.14,0.0,0.0,0
2,14581.62,10482.0,0.0,0
1,1128131.99,1128131.99,0.0,1
3,313020.61,60608.0,373628.61,0
3,98630.49,2102.0,100732.49,0
4,617266.51,0.0,0.0,0
4,40013.19,40013.19,0.0,1
2,12079.09,0.0,0.0,0
2,36848.7,0.0,0.0,0
1,489033.93,489033.93,0.0,1
2,16652.05,0.0,0.0,0
1,171572.06,171572.06,0.0,1
1,137723.07,0.0,0.0,0
4,737285.03,737285.03,0.0,1
2,6210.52,0.0,0.0,0
1,9173.06,9173.06,0.0,1
4,37121.22,0.0,0.0,0
4,146061.11,146061.11,0.0,1
4,790332.43,790332.43,0.0,1
4,61856.83,61856.83,0.0,1
1,10000000.0,10000000.0,0.0,1
4,2222008.27,2222008.27,0.0,1
1,440962.56,440962.56,0.0,1
4,10276.87,10276.87,0.0,1
1,169778.24,0.0,0.0,0
3,116955.03,219290.0,336245.03,0
4,1162672.01,1162672.01,0.0,1
4,10000000.0,33576297.1,23576297.1,1
1,37070.24,0.0,0.0,0
1,322607.44,107231.0,0.0,0
1,1536733.52,1536733.52,0.0,1
1,239556.06,239556.06,0.0,1
4,235287.31,172.0,0.0,0
4,201988.55,201988.55,0.0,1
4,205126.16,20434.54,0.0,0
1,645104.5,645104.5,0.0,1
1,64536.26,166869.49,102333.23,0
2,19881.32,388.0,0.0,0
4,612743.87,612743.87,0.0,1
4,1383818.98,1383818.98,0.0,1
2,5029.72,20289.0,15259.28,0
4,166891.51,166891.51,0.0,1
5,711.18,0.0,0.0,0
2,13336.78,221014.35,207677.57,0
1,207425.04,29891.0,0.0,0
1,10000000.0,10000000.0,0.0,1
2,10215.52,0.0,0.0,0
2,1265.85,0.0,0.0,0
3,100932.45,4887698.28,4988630.73,0
1,541031.7,0.0,0.0,0
4,247877.03,247877.03,0.0,1
1,37842.54,74643.63,36801.09,0
4,972009.75,972009.75,0.0,1
4,73110.82,73110.82,0.0,1
1,137922.45,0.0,0.0,0
2,29896.57,2957.0,0.0,0
4,87167.88,87167.88,0.0,1
2,17622.85,0.0,0.0,0
2,31077.29,0.0,0.0,0
1,348983.86,348983.86,0.0,1
2,9577.85,0.0,0.0,0
1,446768.53,0.0,0.0,0
3,60244.75,18256305.15,18316549.89,0
4,1566057.28,1566057.28,0.0,1
4,4895343.33,4895343.33,0.0,1
4,10000000.0,11975271.77,1975271.77,1
1,204675.48,204675.48,0.0,1
4,6215.44,6215.44,0.0,1
4,7365106.76,7365106.76,0.0,1
1,22487.64,0.0,0.0,0
1,1041647.06,1041647.06,0.0,1
3,299460.16,10908541.05,11208001.21,0
1,7009.93,7009.93,0.0,1
1,8355.03,80588.0,72232.97,0
4,10000000.0,12930418.44,2930418.44,1
4,217243.09,7770.15,0.0,0
4,21738.98,21738.98,0.0,1
4,4814.69,4814.69,0.0,1
1,171623.1,171623.1,0.0,1
1,10000000.0,10000000.0,0.0,1
1,653949.74,653949.74,0.0,1
1,69040.58,0.0,0.0,0
1,125969.85,0.0,0.0,0
3,126139.97,5784.0,131923.97,0
4,570649.33,570649.33,0.0,1
2,22338.99,1559.0,0.0,0
4,1425062.97,1425062.97,0.0,1
4,634385.97,634385.97,0.0,1
4,12804.74,12804.74,0.0,1
3,183966.01,19993.0,203959.01,0
1,1069508.42,1069508.42,0.0,1
4,254124.23,424113.0,169988.77,0
1,511379.9,511379.9,0.0,1
4,49571.87,49571.87,0.0,1
4,2209035.37,2209035.37,0.0,1
1,278313.7,0.0,0.0,0
1,127564.33,127564.33,0.0,1
1,2395.29,2395.29,0.0,1
1,442460.31,442460.31,0.0,1
4,2149658.47,2149658.47,0.0,1
1,116798.38,116798.38,0.0,1
2,5701.63,0.0,0.0,0
4,972723.96,972723.96,0.0,1
4,286835.21,286835.21,0.0,1
4,5903046.38,5903046.38,0.0,1
4,6669495.34,6669495.34,0.0,1
2,15361.18,205.0,0.0,0
3,103607.89,1406416.71,1510024.6,0
1,307530.53,0.0,0.0,0
1,1309602.55,1309602.55,0.0,1
4,70072.66,70072.66,0.0,1
4,319294.59,0.0,0.0,0
4,3996798.71,3996798.71,0.0,1
3,124487.64,4587494.1,4711981.74,0
1,296333.54,296333.54,0.0,1
1,230204.96,230204.96,0.0,1
1,2912.26,156481.0,153568.74,0
2,19667.29,0.0,0.0,0
4,113273.1,113273.1,0.0,1
4,62127.79,0.0,0.0,0
1,1116508.49,1116508.49,0.0,1
1,555328.55,555328.55,0.0,1
4,1397162.15,1397162.15,0.0,1
1,1698263.69,1698263.69,0.0,1
2,5875.03,334310.75,328435.72,0
2,8771.73,31340.34,22568.61,0
1,6059.32,0.0,0.0,0
2,21190.96,0.0,0.0,0
4,401529.35,401529.35,0.0,1
4,830803.43,830803.43,0.0,1
1,972142.03,972142.03,0.0,1
1,1319703.76,1319703.76,0.0,1
1,342309.91,342309.91,0.0,1
4,1567591.24,1567591.24,0.0,1
3,20166.16,3220915.67,3241081.83,0
3,71303.05,5068782.36,5140085.41,0
2,704.56,0.0,0.0,0
1,10000000.0,10000000.0,0.0,1
4,771465.88,0.0,0.0,0
3,301839.68,8019060.76,8320900.44,0
1,316805.25,0.0,0.0,0
4,44482.33,44482.33,0.0,1
2,32157.03,47020.11,14863.08,0
1,283400.42,283400.42,0.0,1
2,670.87,105726.0,105055.13,0
4,272637.22,272637.22,0.0,1
1,304472.46,304472.46,0.0,1
1,312336.26,0.0,0.0,0
4,49871.73,49871.73,0.0,1
1,667043.9,667043.9,0.0,1
1,124856.45,22007.0,0.0,0
1,234654.07,0.0,0.0,0
1,105954.6,56114.0,0.0,0
2,3715.4,31619.0,27903.6,0
3,13043.47,19305.0,32348.47,0
4,87541.41,87541.41,0.0,1
1,103368.58,103368.58,0.0,1
3,57221.34,8674420.29,8731641.62,0
3,100334.82,1789961.66,1890296.48,0
4,125464.42,125464.42,0.0,1
1,1150717.15,1150717.15,0.0,1
4,2719.66,2719.66,0.0,1
2,18666.03,416.77,0.0,0
1,144747.47,0.0,0.0,0
2,13848.53,40532.0,26683.47,0
2,14539.63,79017.57,64477.94,0
4,3929113.14,3929113.14,0.0,1
1,117008.61,0.0,0.0,0
1,250562.37,15436.0,0.0,0
2,16247.68,35893.0,19645.32,0
1,184588.59,184588.59,0.0,1
4,529659.95,529659.95,0.0,1
2,3877.32,0.0,0.0,0
1,37494.48,0.0,0.0,0
2,4398.85,20540.0,16141.15,0
4,32941.6,0.0,0.0,0
4,43822.07,0.0,0.0,0
2,13034.95,51705.96,38671.02,0
4,28636.24,28636.24,0.0,1
1,357894.38,105029.0,0.0,0
1,307739.18,307739.18,0.0,1
1,70794.54,0.0,0.0,0
4,53107.96,53107.96,0.0,1
1,818639.22,818639.22,0.0,1
4,430722.59,430722.59,0.0,1
1,131074.71,225103.14,94028.43,0
1,20225.17,20225.17,0.0,1
4,155002.83,155002.83,0.0,1
1,542188.04,10477.0,0.0,0
1,22917.69,96918.0,74000.31,0
4,548269.98,548269.98,0.0,1
3,311856.35,42160.0,354016.35,0
4,690510.31,690510.31,0.0,1
3,168856.38,159586.0,328442.38,0
2,1476.26,412410.83,410934.57,0
2,8656.36,0.0,0.0,0
3,307000.1,0.0,307000.1,0
1,13914.81,13914.81,0.0,1
4,1027260.28,1027260.28,0.0,1
4,259186.43,259186.43,0.0,1
3,23924.03,2226736.36,2250660.39,0
1,162911.26,543.0,0.0,0
1,115628.01,565301.95,449673.94,0
4,633384.46,633384.46,0.0,1
4,5521483.54,5521483.54,0.0,1
2,15148.76,6095.0,0.0,0
4,10000000.0,24953893.08,14953893.08,1
4,1467129.7,0.0,0.0,0
2,19396.16,11273.0,0.0,0
4,214501.47,0.0,0.0,0
2,3178.38,119675.3,116496.93,0
1,385050.58,385050.58,0.0,1
4,170.0,170.0,0.0,1
4,39379.45,39379.45,0.0,1
4,125216.91,125216.91,0.0,1
5,3966.97,0.0,0.0,0
4,3606943.31,3606943.31,0.0,1
4,539658.73,539658.73,0.0,1
1,553328.24,553328.24,0.0,1
1,105724.16,0.0,0.0,0
3,61148.4,17124566.66,17185715.06,0
4,529558.45,0.0,0.0,0
3,68120.99,0.0,68120.99,0
4,120582.86,120582.86,0.0,1
1,29611.08,29611.08,0.0,1
1,615954.92,615954.92,0.0,1
4,89845.29,89845.29,0.0,1
1,152911.62,61996.94,0.0,0
4,10000000.0,15618179.9,5618179.9,1
2,2703.25,0.0,0.0,0
2,5391.03,21515.0,16123.97,0
4,168303.36,168303.36,0.0,1
1,211124.17,778.0,0.0,0
2,9057.61,0.0,0.0,0
2,6439.83,0.0,0.0,0
2,38524.21,0.0,0.0,0
4,545475.32,0.0,0.0,0
4,127916.67,127916.67,0.0,1
1,2026529.56,2026529.56,0.0,1
2,232.32,0.0,0.0,0
1,240051.21,9093.49,0.0,0
1,183012.24,136623.0,0.0,0
1,1576531.53,1576531.53,0.0,1
1,5241.05,0.0,0.0,0
4,2052851.64,2052851.64,0.0,1
1,7466.12,7466.12,0.0,1
1,206882.67,0.0,0.0,0
3,114336.2,1848571.58,1962907.78,0
3,391903.5,2404055.63,2795959.13,0
2,13382.53,65901.06,52518.54,0
1,5624.02,5624.02,0.0,1
1,8963.55,56958.0,47994.45,0
4,5800988.12,5800988.12,0.0,1
1,214725.32,0.0,0.0,0
1,218177.55,11445.0,0.0,0
1,1086227.44,1086227.44,0.0,1
4,58863.89,58863.89,0.0,1
3,159635.19,8571085.42,8730720.61,0
4,194521.28,194521.28,0.0,1
1,414785.48,2570.0,0.0,0
1,92145.4,92145.4,0.0,1
4,827921.27,827921.27,0.0,1
4,2274566.61,2274566.61,0.0,1
1,239737.91,51809.0,0.0,0
1,493.28,493.28,0.0,1
1,70529.95,61273.0,0.0,0
3,528410.92,20824.0,549234.92,0
1,219300.76,219300.76,0.0,1
4,9217.19,9217.19,0.0,1
4,1732090.28,1732090.28,0.0,1
1,227304.91,227304.91,0.0,1
4,1649818.97,1649818.97,0.0,1
4,848134.57,848134.57,0.0,1
4,703833.48,703833.48,0.0,1
4,1454888.86,1454888.86,0.0,1
1,79902.4,564530.0,484627.6,0
2,5534.79,6722.0,1187.21,0
4,40043.74,40043.74,0.0,1
2,21278.15,0.0,0.0,0
1,350447.55,161682.0,0.0,0
3,298438.91,87161.0,385599.91,0
4,7788725.2,7788725.2,0.0,1
1,193407.45,0.0,0.0,0
4,85637.08,85637.08,0.0,1
4,171623.1,171623.1,0.0,1
3,141285.59,202642.0,343927.59,0
2,10739.86,904.13,0.0,0
3,255757.0,1556.0,257313.0,0
4,105859.41,105859.41,0.0,1
1,534255.94,534255.94,0.0,1
1,132964.08,0.0,0.0,0
4,596127.11,596127.11,0.0,1
4,2694857.26,2694857.26,0.0,1
2,50257.63,0.0,0.0,0
1,25396.72,0.0,0.0,0
1,511389.5,511389.5,0.0,1
4,10000000.0,11336901.11,1336901.11,1
2,536.32,11388.0,10851.68,0
3,222333.37,9017892.55,9240225.93,0
1,223228.11,223228.11,0.0,1
3,450650.23,22574704.42,23025354.64,0
2,20592.2,31114.0,10521.8,0
3,163189.94,3805197.63,3968387.57,0
4,10000000.0,10175597.64,175597.64,1
4,1054244.29,1054244.29,0.0,1
4,2194533.79,2194533.79,0.0,1
1,5979556.06,5979556.06,0.0,1
1,424700.99,424700.99,0.0,1
2,16901.86,18359.05,1457.18,0
2,19188.01,0.0,0.0,0
3,387206.59,84761.0,471967.59,0
4,3786438.03,3786438.03,0.0,1
3,27724.99,3880499.13,3908224.12,0
1,8286342.51,8286342.51,0.0,1
2,5933.83,0.0,0.0,0
2,5110.36,0.0,0.0,0
1,6950.65,50873.0,43922.35,0
1,26541.74,0.0,0.0,0
1,116553.25,30885.0,0.0,0
1,364375.51,364375.51,0.0,1
1,8111.09,8111.09,0.0,1
1,55259.41,0.0,0.0,0
1,4075956.58,4075956.58,0.0,1
1,105859.41,105859.41,0.0,1
4,777448.03,777448.03,0.0,1
1,6703831.4,6703831.4,0.0,1
1,650399.36,533.0,0.0,0
4,101392.92,101392.92,0.0,1
1,106460.7,106460.7,0.0,1
1,6651.13,0.0,0.0,0
4,10000000.0,20353874.22,10353874.22,1
3,131511.03,29651225.11,29782736.14,0
4,7109453.78,7109453.78,0.0,1
4,955505.54,955505.54,0.0,1
1,91767.05,0.0,0.0,0
4,86258.11,86258.11,0.0,1
1,142715.07,142715.07,0.0,1
2,2646.27,406369.27,403723.01,0
4,415785.89,415785.89,0.0,1
4,407907.34,407907.34,0.0,1
1,2539898.07,2539898.07,0.0,1
1,342429.65,0.0,0.0,0
2,4179.8,439584.51,435404.72,0
2,8452.09,0.0,0.0,0
1,595854.2,595854.2,0.0,1
2,12955.41,44871.0,31915.59,0
1,79335.18,506.0,0.0,0
4,386996.34,386996.34,0.0,1
2,5803.91,0.0,0.0,0
1,381977.83,381977.83,0.0,1
3,194212.5,2380547.94,2574760.44,0
4,600722.15,600722.15,0.0,1
1,312490.43,92472.0,0.0,0
1,85923.67,0.0,0.0,0
4,7068115.67,7068115.67,0.0,1
4,971133.63,971133.63,0.0,1
1,805319.81,805319.81,0.0,1
1,254348.68,135531.07,0.0,0
1,138148.69,40334.0,0.0,0
1,452882.9,20771.0,0.0,0
1,135310.23,0.0,0.0,0
1,25868.43,0.0,0.0,0
1,170511.13,11346.0,0.0,0
2,38732.98,27439.0,0.0,0
1,420270.22,420270.22,0.0,1
1,10000000.0,10000000.0,0.0,1
4,315842.26,0.0,0.0,0
2,17909.77,10290.0,0.0,0
1,216179.15,216179.15,0.0,1
2,11020.26,0.0,0.0,0
4,373531.87,373531.87,0.0,1
2,8833.4,253956.94,245123.54,0
1,81677.17,81677.17,0.0,1
4,1707.4,1707.4,0.0,1
1,346293.24,346293.24,0.0,1
1,72782.82,72782.82,0.0,1
3,214851.41,8097880.27,8312731.68,0
1,373615.72,11749.0,0.0,0
4,72901.03,72901.03,0.0,1
4,775636.58,0.0,0.0,0
4,6199009.0,6199009.0,0.0,1
4,6972164.97,6972164.97,0.0,1
1,23423.38,106543.0,83119.62,0
3,274955.57,6907283.36,7182238.93,0
1,1947831.96,1947831.96,0.0,1
4,530733.43,530733.43,0.0,1
1,4737833.35,4737833.35,0.0,1
1,604933.67,604933.67,0.0,1
1,813775.73,813775.73,0.0,1
3,24246.12,2788990.63,2813236.75,0
1,55976.6,0.0,0.0,0
3,436618.74,7134316.75,7570935.49,0
4,306213.63,306213.63,0.0,1
3,115553.72,7616960.12,7732513.84,0
1,475925.31,0.0,0.0,0
2,2392.7,457513.42,455120.72,0
1,72955.08,72955.08,0.0,1
4,755813.12,755813.12,0.0,1
2,15417.05,0.0,0.0,0
1,91655.26,91655.26,0.0,1
4,1035812.86,294.0,0.0,0
4,1110864.36,65485.0,0.0,0
1,87189.08,4790.27,0.0,0
1,1810044.85,1810044.85,0.0,1
1,400276.72,400276.72,0.0,1
1,254167.15,254167.15,0.0,1
5,63.04,41699.0,41635.96,0
4,165925.37,165925.37,0.0,1
2,16038.12,14348.0,0.0,0
4,709950.57,709950.57,0.0,1
2,14870.26,98180.11,83309.85,0
4,56013.0,56013.0,0.0,1
1,60891.94,60891.94,0.0,1
2,5302.35,0.0,0.0,0
1,10000000.0,10000000.0,0.0,1
3,284404.17,538299.94,822704.11,0
4,1897921.7,1897921.7,0.0,1
1,312511.2,0.0,0.0,0
3,74947.84,5483309.69,5558257.53,0
3,154039.09,1235688.22,1389727.31,0
2,5178.23,232775.4,227597.17,0
3,118893.87,0.0,118893.87,0
3,23298.05,22412.0,45710.05,0
1,76970.59,0.0,0.0,0
1,130358.88,397928.0,267569.12,0
1,37119.58,37119.58,0.0,1
1,220191.6,0.0,0.0,0
2,14792.17,0.0,0.0,0
4,601657.23,601657.23,0.0,1
1,436035.29,436035.29,0.0,1
4,8594499.99,8594499.99,0.0,1
1,161272.92,161272.92,0.0,1
1,99916.42,96944.0,0.0,0
4,5460002.91,5460002.91,0.0,1
1,10000000.0,10000000.0,0.0,1
1,1767112.66,1767112.66,0.0,1
1,54160.84,0.0,0.0,0
2,8987.3,299249.0,290261.7,0
4,626195.24,626195.24,0.0,1
1,450060.37,450060.37,0.0,1
4,403.56,403.56,0.0,1
4,7484125.12,7484125.12,0.0,1
1,133872.55,41318.0,0.0,0
1,385207.12,385207.12,0.0,1
2,30520.96,116807.0,86286.04,0
4,2927005.15,2927005.15,0.0,1
3,23350.23,11256425.31,11279775.55,0
2,1953.54,0.0,0.0,0
1,389250.9,389250.9,0.0,1
1,104298.83,10002.0,0.0,0
2,11150.5,0.0,0.0,0
2,20235.77,57801.0,37565.23,0
3,216281.63,24702.0,240983.63,0
1,75630.02,0.0,0.0,0
2,11087.51,996559.38,985471.86,0
2,14117.28,60649.0,46531.72,0
3,249135.2,627.0,249762.2,0
1,166996.12,19871.0,0.0,0
3,668044.28,1042.0,669086.28,0
1,667733.81,667733.81,0.0,1
3,98801.09,3880302.73,3979103.82,0
1,306868.45,120.0,0.0,0
2,11934.92,0.0,0.0,0
2,6567.53,0.0,0.0,0
4,762135.72,762135.72,0.0,1
1,30917.39,30917.39,0.0,1
2,10354.35,73354.0,62999.65,0
1,8488865.83,8488865.83,0.0,1
4,902483.91,902483.91,0.0,1
4,70753.9,70753.9,0.0,1
3,100895.85,31580.0,132475.85,0
4,1968008.53,1968008.53,0.0,1
1,76007.3,0.0,0.0,0
4,309488.9,309488.9,0.0,1
2,10795.92,56371.29,45575.38,0
1,120598.96,120598.96,0.0,1
4,1143937.73,1143937.73,0.0,1
1,108783.2,108783.2,0.0,1
1,2155569.91,2155569.91,0.0,1
4,8091.78,8091.78,0.0,1
1,82690.23,0.0,0.0,0
1,20243.24,20243.24,0.0,1
1,821138.21,821138.21,0.0,1
1,60633.76,60633.76,0.0,1
1,50498.05,122071.0,71572.95,0
1,2897907.81,2897907.81,0.0,1
1,263462.97,18322.0,0.0,0
1,128936.95,128936.95,0.0,1
1,100762.66,100762.66,0.0,1
3,153271.85,183.0,153454.85,0
4,27483.79,27483.79,0.0,1
1,196254.03,196254.03,0.0,1
2,1219.11,0.0,0.0,0
4,442290.23,442290.23,0.0,1
2,67940.5,0.0,0.0,0
4,67653.75,67653.75,0.0,1
1,383884.5,0.0,0.0,0
1,218074.57,218074.57,0.0,1
1,235747.53,0.0,0.0,0
1,123960.56,175657.0,51696.44,0
2,22494.21,183.0,0.0,0
1,60726.57,60726.57,0.0,1
3,147194.31,5832833.43,5980027.75,0
1,271846.43,13872.0,0.0,0
1,171852.23,20544.0,0.0,0
1,126061.45,126061.45,0.0,1
4,1814483.97,1814483.97,0.0,1
4,325297.44,60614.0,0.0,0
2,13132.33,560582.75,547450.42,0
4,73064.41,73064.41,0.0,1
4,674541.55,674541.55,0.0,1
4,1001446.44,1001446.44,0.0,1
1,36267.62,36267.62,0.0,1
1,317363.95,940.0,0.0,0
4,59813.61,59813.61,0.0,1
4,6250438.78,6250438.78,0.0,1
2,8231.09,51980.0,43748.91,0
4,246280.14,246280.14,0.0,1
1,173098.39,0.0,0.0,0
4,1827209.07,1827209.07,0.0,1
4,2641674.43,2641674.43,0.0,1
1,392767.71,392767.71,0.0,1
3,75838.36,2028004.28,2103842.65,0
4,67366.26,42179.0,0.0,0
1,594229.77,594229.77,0.0,1
2,15938.67,0.0,0.0,0
4,1137603.28,1137603.28,0.0,1
4,2540410.33,2540410.33,0.0,1
1,57734.59,57734.59,0.0,1
4,114627.08,114627.08,0.0,1
1,6392800.85,6392800.85,0.0,1
4,1433763.32,252626.6,0.0,0
4,7435751.59,7435751.59,0.0,1
3,227724.94,518467.23,746192.18,0
1,110528.53,110528.53,0.0,1
4,4241.44,4241.44,0.0,1
1,88777.61,753.0,0.0,0
1,17179.18,132904.0,115724.82,0
2,20285.74,176.0,0.0,0
3,237377.02,976531.31,1213908.34,0
1,136903.9,136903.9,0.0,1
2,1280.39,0.0,0.0,0
4,461369.99,461369.99,0.0,1
3,491110.31,3066360.53,3557470.84,0
2,8029.29,81485.0,73455.71,0
3,115351.03,5997819.14,6113170.18,0
1,7537.83,20599.0,13061.17,0
1,681525.62,681525.62,0.0,1
2,24154.26,254605.0,230450.74,0
3,7945.3,15087.0,23032.3,0
1,93459.89,93459.89,0.0,1
4,7922.98,7922.98,0.0,1
4,444898.97,444898.97,0.0,1
1,837192.23,837192.23,0.0,1
4,334276.08,334276.08,0.0,1
1,17246.0,17246.0,0.0,1
4,239556.06,239556.06,0.0,1
4,516355.22,516355.22,0.0,1
4,1892137.66,1892137.66,0.0,1
1,179722.63,202711.0,22988.37,0
4,1185157.78,1185157.78,0.0,1
1,31114.75,36832.0,5717.25,0
4,5271.46,5271.46,0.0,1
1,196638.03,8619.0,0.0,0
1,224378.1,224378.1,0.0,1
1,1586479.66,1586479.66,0.0,1
1,99664.39,0.0,0.0,0
3,104054.36,51598.0,155652.36,0
4,868004.62,868004.62,0.0,1
3,124972.57,3070540.22,3195512.79,0
4,261331.82,261331.82,0.0,1
1,236675.93,365726.41,129050.48,0
4,2784.51,2784.51,0.0,1
1,80883.42,49974.0,0.0,0
4,620512.76,620512.76,0.0,1
1,33302.96,33302.96,0.0,1
1,21727.22,3944.0,0.0,0
1,742973.53,742973.53,0.0,1
1,154052.34,154052.34,0.0,1
1,125251.14,0.0,0.0,0
2,8459.39,70891.75,62432.36,0
4,6426126.34,6426126.34,0.0,1
4,254167.15,254167.15,0.0,1
2,13459.44,113958.0,100498.56,0
2,9309.69,59058.16,49748.47,0
1,2251225.38,2251225.38,0.0,1
3,593805.25,10229.0,604034.25,0
1,119940.8,0.0,0.0,0
3,92612.32,370680.24,463292.56,0
1,160620.17,197.0,0.0,0
2,9370.14,0.0,0.0,0
4,154196.49,154196.49,0.0,1
3,162316.9,819715.83,982032.73,0
4,348952.97,348952.97,0.0,1
3,215188.97,38907.0,254095.97,0
4,34162.97,34162.97,0.0,1
3,34709.35,4947722.18,4982431.54,0
3,122522.4,22985940.58,23108462.98,0
1,322329.78,322329.78,0.0,1
